1.61325	3.24892	3.85838	3.34099
5.28351	2.58978	3.6623	3.42672
1.08405	2.36836	2.73579	3.52138
3.96875	1.94835	3.87777	3.6817
5.5391	2.18805	3.70009	3.44308
1.37862	3.62722	3.20722	3.58431
1.83393	4.13256	3.40926	3.38324
5.50847	3.30833	4.1421	3.77468
2.18704	3.2851	3.35344	3.70754
2.55128	3.22974	2.7949	3.47044
4.4824	4.40224	4.18493	3.67357
5.07713	3.12153	3.59657	3.60406
4.0385	1.36022	3.42125	3.3912
1.78617	3.83901	3.75623	3.80453
5.63575	5.42718	2.85146	3.5464
1.08105	3.83025	4.21627	3.30835
2.07493	4.49024	3.70222	3.49268
3.50951	2.58956	3.64255	3.41437
4.47921	3.54463	2.93104	3.4415
1.04944	2.10266	3.01348	3.54633
2.19022	3.74308	3.07764	3.40449
2.57357	3.62169	4.25277	3.66892
4.04696	3.70772	4.06438	3.56653
1.10549	4.70537	2.95364	3.7497
5.26492	3.53767	2.68787	3.64545
1.71199	5.25014	3.72125	3.48659
1.65555	3.0783	3.64824	3.60815
2.43797	3.52753	3.30128	3.20163
3.64923	5.42157	4.13514	3.60691
4.90515	3.95224	3.9101	3.32408
2.47191	2.05829	4.18931	3.39303
3.91678	2.86245	3.60147	3.48849
4.12054	5.16519	3.3689	3.67809
3.50389	1.97584	3.84077	3.40447
5.61492	2.59432	4.43323	3.34456
3.00404	4.02736	2.77541	3.54123
4.10845	4.31048	3.81503	3.50274
1.98773	3.60641	3.52563	3.53214
1.23819	5.22778	2.93686	3.46372
3.42055	2.55466	3.56936	3.4252
1.17483	2.35103	3.96338	3.4829
3.07873	3.43377	3.51176	3.36223
1.22584	4.87614	3.91944	3.58065
2.56774	3.02133	3.13048	3.56402
3.24088	2.03994	3.60164	3.51864
5.88486	3.41987	2.85595	3.4238
1.49618	2.73318	3.80897	3.5669
1.75235	3.54011	3.51273	3.39721
4.99008	3.2147	2.56643	3.60261
2.69175	2.72553	3.67735	3.46076
3.52816	5.28937	3.06215	3.46931
4.93502	4.39406	3.10228	3.30923
1.15043	5.6007	2.9723	3.68213
2.93832	2.07747	2.88725	3.25686
4.20817	3.93658	3.06007	3.78969
1.48668	2.57266	3.39122	3.50608
5.15587	1.72322	3.88813	3.68158
3.37115	3.35905	3.11507	3.54851
1.07997	2.88186	3.46039	3.71791
4.59554	3.81584	3.75685	3.56791
2.97286	3.55453	3.18328	3.6776
4.04155	3.93535	3.61416	3.83073
3.73735	2.41581	3.42536	3.61856
1.17243	2.38443	2.89364	3.6726
5.90196	4.88919	3.89832	3.33391
1.94733	3.76101	3.35829	3.39939
2.62963	2.53556	3.56212	3.72615
2.84788	3.2794	3.7067	3.25438
2.95414	5.03294	3.45688	3.69204
5.08219	4.79088	3.88168	3.65202
4.68562	2.3979	4.4372	3.58545
4.77782	5.09536	3.15601	3.80948
1.26936	2.87708	3.58872	3.44813
5.38593	3.2781	2.86578	3.58576
3.6669	3.27329	3.20424	3.40917
3.15878	3.11916	3.02628	3.55001
1.08151	3.79057	2.55186	3.50878
1.63057	3.80043	2.66114	3.4159
4.33044	3.59875	3.56839	3.35494
4.6222	4.11435	3.6095	3.43961
2.31243	5.28992	3.01227	3.2068
3.26449	2.83775	3.42163	3.46139
2.64015	1.71031	3.66986	3.44953
1.9012	2.34442	3.48671	3.35677
1.15303	1.74737	3.96105	3.47885
5.39816	1.40523	3.82252	3.51223
3.27453	2.5116	3.4843	3.37558
3.55375	2.59999	2.58031	3.50144
3.39647	1.88899	3.83358	3.58265
3.77299	3.53676	3.87665	3.25156
1.42103	1.65224	3.30047	3.51163
4.14133	5.56017	3.45257	3.29968
4.04438	1.74673	3.36643	3.39521
3.12496	4.16073	3.53203	3.3354
3.7484	3.01109	3.35359	3.72066
5.50107	4.92818	2.42344	3.42104
5.30955	4.10449	2.82388	3.4819
2.84762	3.39912	3.84656	3.5043
5.9557	3.4777	3.18117	3.66687
4.85745	4.06497	3.38088	3.49216
3.86747	5.17481	3.49399	3.41664
1.37698	2.77497	3.84499	3.37075
3.3944	4.58909	3.46042	3.57103
4.08352	2.86764	3.50772	3.64379
2.62434	4.92568	3.55776	3.48874
4.96266	1.39141	3.86074	3.48891
5.96163	2.70561	3.02274	3.56787
3.87415	4.90728	4.33535	3.42976
2.71316	4.12903	3.64747	3.38396
3.24458	1.94664	3.38073	3.60074
2.31211	2.61227	3.77882	3.34508
1.70919	2.79323	3.77951	3.50703
1.52466	1.61455	4.01842	3.17346
2.70913	3.50758	4.20969	3.68488
2.01126	3.53395	3.59449	3.92465
2.88308	2.24751	3.27646	3.45318
1.73115	2.49191	2.96127	3.59228
5.12996	2.25375	4.15746	3.41774
2.65869	4.1913	4.21298	3.5081
1.52091	1.77106	3.41757	3.54802
2.15361	5.66734	3.39241	3.56064
5.57988	3.33186	2.86786	3.58643
4.3888	2.64847	3.9177	3.27582
5.19695	2.81493	3.6107	3.37235
2.42308	3.0593	3.30023	3.57934
3.6968	2.87888	2.23152	3.60051
3.17373	3.07491	3.37522	3.34582
1.6702	3.72794	3.25195	3.38014
1.44414	2.55387	3.53376	3.71213
1.35922	1.46164	2.87274	3.55478
5.714	3.73643	3.90951	3.61237
3.34632	4.0647	3.07982	3.41906
2.21036	3.78992	3.74521	3.66068
4.62701	1.86711	3.72682	3.65568
5.63707	4.93218	3.56629	3.56409
5.70524	4.67215	4.15464	3.63326
3.36004	4.99513	3.90202	3.76309
1.18117	4.51974	3.4197	3.73246
3.49635	1.40235	3.77293	3.7518
1.27917	2.33183	4.04379	3.69664
2.58651	2.78632	3.74026	3.539
1.08979	5.39815	3.15673	3.495
1.46907	2.95979	4.04054	3.47916
4.35353	5.56079	3.52016	3.49281
3.50421	5.39482	3.72765	3.60834
1.67413	2.70797	3.18622	3.49096
4.51592	2.06938	3.15893	3.47485
1.76102	3.84512	3.55862	3.57064
1.47394	3.78519	3.23903	3.38565
5.77519	1.7139	4.13202	3.51387
4.44658	2.95092	3.18174	3.54022
2.66111	2.91342	3.73919	3.43495
